_returnType, addr, addrRoad, cameraNum, dataDay, gubun, gugun, idx, instt, lat, lng, numOfRows, pageNo, phone, photoInfo, pixel, resultCode, resultMsg, serviceKey, setDay, storeDays, totalCount
"xml","부산광역시 금정구 노포동1097-4","부산광역시 금정구 노포사송로 231","3","2018-08-08","생활방범","금정구","834","부산광역시 금정구청","35.29602","129.102933","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 청룡동 631-2","부산광역시 금정구 놀이마당로 31","1","2018-08-08","생활방범","금정구","835","부산광역시 금정구청","35.276662","129.082633","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 두구동 224-1","부산광역시 금정구 대두로 2","1","2018-08-08","생활방범","금정구","836","부산광역시 금정구청","35.296622","129.110599","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 노포동 613-3","부산광역시 금정구 대룡2길 3 (노포동)","1","2018-08-08","생활방범","금정구","837","부산광역시 금정구청","35.288639","129.089207","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 노포동 608-1","부산광역시 금정구 대룡3길 6-10(노포동)","1","2018-08-08","생활방범","금정구","838","부산광역시 금정구청","35.28953","129.089405","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 부곡동 308-19","부산광역시 금정구 동부곡로 10번길 4","1","2018-08-08","생활방범","금정구","839","부산광역시 금정구청","35.225541","129.090551","10","1","051-519-5731","360도 전방면","200","","","","2018-04","30",""
"xml","부산광역시 금정구 부곡동 534","부산광역시 금정구 동부곡로 12번길 33","1","2018-08-08","생활방범","금정구","840","부산광역시 금정구청","35.224896","129.094511","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 부곡동 319-7","부산광역시 금정구 동부곡로 12번길 50","1","2018-08-08","생활방범","금정구","841","부산광역시 금정구청","35.224821","129.096927","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 부곡동 263-11","부산광역시 금정구 동부곡로 15번길 101","1","2018-08-08","생활방범","금정구","842","부산광역시 금정구청","35.230177","129.093898","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 부곡동 279-18","부산광역시 금정구 동부곡로 27번길 2","1","2018-08-08","생활방범","금정구","843","부산광역시 금정구청","35.225672","129.094884","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 부곡동 617-2","부산광역시 금정구 동부곡로 40-1","1","2018-08-08","생활방범","금정구","844","부산광역시 금정구청","35.225437","129.096287","10","1","051-519-5731","360도 전방면","200","","","","2018-06","30",""
"xml","부산광역시 금정구 부곡동 683-2","부산광역시 금정구 동부곡로 50","1","2018-08-08","생활방범","금정구","845","부산광역시 금정구청","35.225749","129.097032","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 부곡동 337-3","부산광역시 금정구 동부곡로 6번길 71(부곡동)","1","2018-08-08","생활방범","금정구","846","부산광역시 금정구청","35.222677","129.091383","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 부곡2동 567-4","부산광역시 금정구 동부곡로12번길 57","1","2018-08-08","생활방범","금정구","847","부산광역시 금정구청","35.224488","129.095603","10","1","051-519-5731","360도 전방면","200","","","","2018-02","30",""
"xml","부산광역시 금정구 부곡2동 287-6","부산광역시 금정구 동부곡로15번길 3","1","2018-08-08","생활방범","금정구","848","부산광역시 금정구청","35.226001","129.093192","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 부곡2동 285-2","부산광역시 금정구 동부곡로15번길 58","1","2018-08-08","생활방범","금정구","849","부산광역시 금정구청","35.228317","129.093869","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 부곡동 277-3","부산광역시 금정구 동부곡로15번길 66(부곡동)","1","2018-08-08","생활방범","금정구","850","부산광역시 금정구청","35.228739","129.093895","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 부곡동 664-4","부산광역시 금정구 동부곡로27번가길 20-1","1","2018-08-08","생활방범","금정구","851","부산광역시 금정구청","35.226476","129.095934","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 부곡동 281-11","부산광역시 금정구 동부곡로27번길 43(부곡동)","1","2018-08-08","생활방범","금정구","852","부산광역시 금정구청","35.22755","129.095001","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 부곡동 323-1","부산광역시 금정구 동부곡로6번길 29 앞","1","2018-08-08","생활방범","금정구","853","부산광역시 금정구청","35.224406","129.091883","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 부곡동 286-21","부산광역시 금정구 동부곡로9번길 40","1","2018-08-08","생활방범","금정구","854","부산광역시 금정구청","35.22749","129.093191","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 부곡동 963-2","부산광역시 금정구 동현로 106","1","2018-08-08","생활방범","금정구","855","부산광역시 금정구청","35.219335","129.095063","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 부곡4동 964-1","부산광역시 금정구 동현로 116","1","2018-08-08","생활방범","금정구","856","부산광역시 금정구청","35.2185","129.095564","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 부곡동 326-23","부산광역시 금정구 동현로 13-1","1","2018-08-08","생활방범","금정구","857","부산광역시 금정구청","35.223613","129.087813","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 부곡동 326-23","부산광역시 금정구 동현로 13-1","1","2018-08-08","생활방범","금정구","858","부산광역시 금정구청","35.223613","129.087813","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 회동동 396-2","부산광역시 금정구 금사로 211","1","2018-08-08","생활방범","금정구","774","부산광역시 금정구청","35.266254","129.090179","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 회동동 427-5","부산광역시 금정구 금사로 211번길 10","1","2018-08-08","생활방범","금정구","775","부산광역시 금정구청","35.23901","129.085744","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 회동동 417-9","부산광역시 금정구 금사로 211번길 20-2","1","2018-08-08","생활방범","금정구","776","부산광역시 금정구청","35.266254","129.090179","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 서동 121-4","부산광역시 금정구 금사로 24?","1","2018-08-08","생활방범","금정구","777","부산광역시 금정구청","35.21591","129.107305","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 서동 141-325","부산광역시 금정구 금사로 33번길 14","2","2018-08-08","생활방범","금정구","778","부산광역시 금정구청","35.266254","129.090179","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 서동41-3","부산광역시 금정구 금사로 57번길 24","1","2018-08-08","생활방범","금정구","779","부산광역시 금정구청","35.219017","129.109599","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 서3동 117-12","부산광역시 금정구 금사로 59","1","2018-08-08","생활방범","금정구","780","부산광역시 금정구청","35.218527","129.110173","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 금사동 68-21","부산광역시 금정구 금사로 86","1","2018-08-08","생활방범","금정구","781","부산광역시 금정구청","35.220271","129.111811","10","1","051-519-5731","360도 전방면","200","","","","2018-09","30",""
"xml","부산광역시 금정구 금사동 369","부산광역시 금정구 금사로 87번길 12-3","1","2018-08-08","생활방범","금정구","782","부산광역시 금정구청","35.220608","129.110422","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 금사동 360-1","부산광역시 금정구 금사로 87번길 28","1","2018-08-08","생활방범","금정구","783","부산광역시 금정구청","35.221354","129.110956","10","1","051-519-5731","360도 전방면","200","","","","2018-04","30",""
"xml","부산광역시 금정구 금사동 359-3","부산광역시 금정구 금사로 87번길 34-4","1","2018-08-08","생활방범","금정구","784","부산광역시 금정구청","35.221598","129.110427","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 서동 141-96","부산광역시 금정구 금사로33번길 40(서동)","1","2018-08-08","생활방범","금정구","785","부산광역시 금정구청","35.218053","129.106586","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 서3동 40-13","부산광역시 금정구 금사로51번길 54 (서동)","1","2018-08-08","생활방범","금정구","786","부산광역시 금정구청","35.219601","129.107269","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 서동 41-3","부산광역시 금정구 금사로57번길 24?","1","2018-08-08","생활방범","금정구","787","부산광역시 금정구청","35.219027","129.108834","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 서3동 40-25","부산광역시 금정구 금사로57번길 45 (서동)","1","2018-08-08","생활방범","금정구","788","부산광역시 금정구청","35.219775","129.108382","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 금사동 521-6","부산광역시 금정구 금사로85번길 130","1","2018-08-08","생활방범","금정구","789","부산광역시 금정구청","35.219767","129.109834","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전2동 501-79","부산광역시 금정구 금샘길 42번길 10","1","2018-08-08","생활방범","금정구","790","부산광역시 금정구청","35.229276","129.077356","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 장전2동 501-152","부산광역시 금정구 금샘로 18번길57(장전동)","1","2018-08-08","생활방범","금정구","791","부산광역시 금정구청","35.211338","129.104302","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 장전동 503-81","부산광역시 금정구 금샘로 23(장전동)","1","2018-08-08","생활방범","금정구","792","부산광역시 금정구청","35.227545","129.077857","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서동 699-1","부산광역시 금정구 금샘로 271(구서동)","2","2018-08-08","생활방범","금정구","793","부산광역시 금정구청","35.247527","129.084945","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 501-134","부산광역시 금정구 금샘로 40","2","2018-08-08","생활방범","금정구","794","부산광역시 금정구청","35.229324","129.076691","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 구서동 1011-1","부산광역시 금정구 금샘로 420번길 15 주변","1","2018-08-08","생활방범","금정구","795","부산광역시 금정구청","35.260754","129.085385","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 남산동 991-3","부산광역시 금정구 금샘로 489","1","2018-08-08","생활방범","금정구","796","부산광역시 금정구청","35.266526","129.084327","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 장전2동 502-35","부산광역시 금정구 금샘로 51","1","2018-08-08","생활방범","금정구","797","부산광역시 금정구청","35.228854","129.075996","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 남산동 981-1","부산광역시 금정구 금샘로 523","1","2018-08-08","생활방범","금정구","798","부산광역시 금정구청","35.269342","129.084968","10","1","051-519-5731","360도 전방면","200","","","","2018-02","30",""
"xml","부산광역시 금정구 남산동 676-2","부산광역시 금정구 금샘로 566번길 38-2","1","2018-08-08","생활방범","금정구","799","부산광역시 금정구청","35.272338","129.084826","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구  장전동 521-78","부산광역시 금정구 금샘로18번길 26","1","2018-08-08","생활방범","금정구","800","부산광역시 금정구청","35.228183","129.076529","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 90-11","부산광역시 금정구 금샘로229번길 8(장전동)","1","2018-08-08","생활방범","금정구","801","부산광역시 금정구청","35.24418","129.084607","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서동 1023-24","부산광역시 금정구 금샘로386번길 7-9?","1","2018-08-08","생활방범","금정구","802","부산광역시 금정구청","35.257977","129.085142","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 681","부산광역시 금정구 금샘로578번길 46","1","2018-08-08","생활방범","금정구","803","부산광역시 금정구청","35.27318","129.087392","10","1","051-519-5731","360도 전방면","200","","","","2018-06","30",""
"xml","부산광역시 금정구 남산동 956-2","부산광역시 금정구 금샘로582번길 45","1","2018-08-08","생활방범","금정구","804","부산광역시 금정구청","35.274221","129.086703","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 505-57","부산광역시 금정구 금샘로7번길 28","1","2018-08-08","생활방범","금정구","805","부산광역시 금정구청","35.226825","129.076435","10","1","051-519-5731","360도 전방면","200","","","","2018-04","30",""
"xml","부산광역시 금정구 청룡동 7-3","부산광역시 금정구 금정도서관로5-4","1","2018-08-08","생활방범","금정구","806","부산광역시 금정구청","35.272846","129.093618","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 장전동 384-1","부산광역시 금정구 금정로 119번길 13","1","2018-08-08","생활방범","금정구","807","부산광역시 금정구청","35.235291","129.086845","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 장전동 203-18","부산광역시 금정구 금정로 161번길 20","1","2018-08-08","생활방범","금정구","808","부산광역시 금정구청","35.23989","129.087072","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 장전동 628-100","부산광역시 금정구 금정로 19번길 9-8","1","2018-08-08","생활방범","금정구","809","부산광역시 금정구청","35.226253","129.084993","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 구서동 463-24","부산광역시 금정구 금정로 207번길 22","2","2018-08-08","생활방범","금정구","810","부산광역시 금정구청","35.243305","129.088189","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 구서동 84-15","부산광역시 금정구 금정로 239","1","2018-08-08","생활방범","금정구","811","부산광역시 금정구청","35.245148","129.09142","10","1","051-519-5731","360도 전방면","200","","","","2018-01","30",""
"xml","부산광역시 금정구 장전3동 343-4","부산광역시 금정구 금정로 29-6","1","2018-08-08","생활방범","금정구","812","부산광역시 금정구청","35.22608","129.086752","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 장전동 414-29","부산광역시 금정구 금정로 68번길 21","1","2018-08-08","생활방범","금정구","813","부산광역시 금정구청","35.230635","129.087668","10","1","051-519-5731","360도 전방면","200","","","","2018-02","30",""
"xml","부산광역시 금정구 장전동 222-56","부산광역시 금정구 금정로149번안길 27","2","2018-08-08","생활방범","금정구","814","부산광역시 금정구청","35.236771","129.087108","10","1","051-519-5731","360도 전방면","200","","","","2018-08","30",""
"xml","부산광역시 금정구 장전동 213-3","부산광역시 금정구 금정로161번길 9","1","2018-08-08","생활방범","금정구","815","부산광역시 금정구청","35.238944","129.087369","10","1","051-519-5731","360도 전방면","200","","","","2018-06","30",""
"xml","부산광역시 금정구 장전동 419-17","부산광역시 금정구 금강로 255 (장전동)","1","2018-08-08","생활방범","금정구","732","부산광역시 금정구청","35.230943","129.084937","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 401-1","부산광역시 금정구 금강로 271-11","1","2018-08-08","생활방범","금정구","733","부산광역시 금정구청","35.232478","129.084817","10","1","051-519-5731","360도 전방면","200","","","","2018-06","30",""
"xml","부산광역시 금정구 장전동 47-2","부산광역시 금정구 금강로 279번길 42","1","2018-08-08","생활방범","금정구","734","부산광역시 금정구청","35.23407","129.083443","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 263-16","부산광역시 금정구 금강로 321번길 29-1(장전동)","1","2018-08-08","생활방범","금정구","735","부산광역시 금정구청","35.236933","129.084814","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 74-20","부산광역시 금정구 금강로 335번길 126","1","2018-08-08","생활방범","금정구","736","부산광역시 금정구청","35.23802","129.077417","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서1동458-2","부산광역시 금정구 금강로 415번길8","1","2018-08-08","생활방범","금정구","737","부산광역시 금정구청","35.245051","129.08786","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 구서동 87-16","부산광역시 금정구 금강로 446번길 8","1","2018-08-08","생활방범","금정구","738","부산광역시 금정구청","35.247281","129.087793","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서동 158-20","부산광역시 금정구 금강로 582","1","2018-08-08","생활방범","금정구","739","부산광역시 금정구청","35.266254","129.090179","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 993-42","부산광역시 금정구 금강로 611번길 36","1","2018-08-08","생활방범","금정구","740","부산광역시 금정구청","35.263623","129.086537","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 484-12","부산광역시 금정구 금강로 611번길8","1","2018-08-08","생활방범","금정구","741","부산광역시 금정구청","35.262584","129.087721","10","1","051-519-5731","360도 전방면","200","","","","2018-02","30",""
"xml","부산광역시 금정구 남산동 484-4","부산광역시 금정구 금강로 625-1","1","2018-08-08","생활방범","금정구","742","부산광역시 금정구청","35.263251","129.088138","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 남산동 997-1","부산광역시 금정구 금강로 633번길 11 (남산동)","1","2018-08-08","생활방범","금정구","743","부산광역시 금정구청","35.264159","129.087627","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 1000-17","부산광역시 금정구 금강로 633번길 57","1","2018-08-08","생활방범","금정구","744","부산광역시 금정구청","35.263067","129.086323","10","1","051-519-5731","360도 전방면","200","","","","2018-06","30",""
"xml","부산광역시 금정구 남산동 99-23","부산광역시 금정구 금강로 680","1","2018-08-08","생활방범","금정구","745","부산광역시 금정구청","35.268129","129.088833","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 96-1","부산광역시 금정구 금강로 694","1","2018-08-08","생활방범","금정구","746","부산광역시 금정구청","35.269593","129.090428","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 263-41","부산광역시 금정구 금강로279번길 111 (장전동)","1","2018-08-08","생활방범","금정구","747","부산광역시 금정구청","35.236938","129.083917","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 25-59","부산광역시 금정구 금강로321번길 102","1","2018-08-08","생활방범","금정구","748","부산광역시 금정구청","35.237715","129.079168","10","1","051-519-5731","360도 전방면","200","","","","2018-08","30",""
"xml","부산광역시 금정구 장전1동 57-6","부산광역시 금정구 금강로321번길 61","1","2018-08-08","생활방범","금정구","749","부산광역시 금정구청","35.237715","129.085056","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 155-33","부산광역시 금정구 금강로321번길?14","1","2018-08-08","생활방범","금정구","750","부산광역시 금정구청","35.236861","129.085823","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 장전동 263-69","부산광역시 금정구 금강로321번안길 12","1","2018-08-08","생활방범","금정구","751","부산광역시 금정구청","35.236648","129.084401","10","1","051-519-5731","360도 전방면","200","","","","2018-04","30",""
"xml","부산광역시 금정구 장전동 74-12","부산광역시 금정구 금강로335번길 106(장전1동)","1","2018-08-08","생활방범","금정구","752","부산광역시 금정구청","35.238091","129.080909","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 장전동 107-1","부산광역시 금정구 금강로379번길?7","1","2018-08-08","생활방범","금정구","753","부산광역시 금정구청","35.241926","129.085815","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서동 260-29","부산광역시 금정구 금강로445번길 10","1","2018-08-08","생활방범","금정구","754","부산광역시 금정구청","35.247308","129.088259","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서1동 709-3","부산광역시 금정구 금강로453번길 26-7","1","2018-08-08","생활방범","금정구","755","부산광역시 금정구청","35.248039","129.087615","10","1","051-519-5731","360도 전방면","200","","","","2018-03","30",""
"xml","부산광역시 금정구 구서동 709-3","부산광역시 금정구 금강로453번길26-7","1","2018-08-08","생활방범","금정구","756","부산광역시 금정구청","35.247658","129.08548","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 구서동 258-23","부산광역시 금정구 금강로468번길 32 (구서동)","1","2018-08-08","생활방범","금정구","757","부산광역시 금정구청","35.248481","129.090003","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 구서동 1024-1","부산광역시 금정구 금강로565번길 25(구서동)","1","2018-08-08","생활방범","금정구","758","부산광역시 금정구청","35.258162","129.086104","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 485-7","부산광역시 금정구 금강로611","1","2018-08-08","생활방범","금정구","759","부산광역시 금정구청","35.262108","129.087967","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 남산동 975-10","부산광역시 금정구 금강로709번길 15 (남산동)","1","2018-08-08","생활방범","금정구","760","부산광역시 금정구청","35.27088","129.08818","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 15-1","부산광역시 금정구 금강로740번길 32","1","2018-08-08","생활방범","금정구","761","부산광역시 금정구청","35.273529","129.090662","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 남산동 265-38","부산광역시 금정구 금단로 160(남산동)","1","2018-08-08","생활방범","금정구","762","부산광역시 금정구청","35.263366","129.09331","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 272-1","부산광역시 금정구 금단로 208","1","2018-08-08","생활방범","금정구","763","부산광역시 금정구청","35.267413","129.093138","10","1","051-519-5731","360도 전방면","200","","","","2018-05","30",""
"xml","부산광역시 금정구 구서동 378-3","부산광역시 금정구 금단로 21 (구서동)","1","2018-08-08","생활방범","금정구","764","부산광역시 금정구청","35.251745","129.09248","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 52-11","부산광역시 금정구 금단로 210번길 24","1","2018-08-08","생활방범","금정구","765","부산광역시 금정구청","35.268753","129.093178","10","1","051-519-5731","360도 전방면","200","","","","2018-06","30",""
"xml","부산광역시 금정구 남산동 3-11","부산광역시 금정구 금단로 99 (남산동)","1","2018-08-08","생활방범","금정구","766","부산광역시 금정구청","35.25822","129.093258","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 남산동 256-26","부산광역시 금정구 금단로175번길 24 (남산동)","1","2018-08-08","생활방범","금정구","767","부산광역시 금정구청","35.265761","129.093436","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 금사동 115-2","부산광역시 금정구 금사동 115-2","1","2018-08-08","생활방범","금정구","768","부산광역시 금정구청","35.215082","129.116149","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 금사동 25-5","부산광역시 금정구 금사동 25-5","1","2018-08-08","생활방범","금정구","769","부산광역시 금정구청","35.223921","129.114564","10","1","051-519-5731","360도 전방면","200","","","","2018-11","30",""
"xml","부산광역시 금정구 금사동 27-9","부산광역시 금정구 금사동 27-9","1","2018-08-08","생활방범","금정구","770","부산광역시 금정구청","35.224388","129.113015","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 서동 204-1","부산광역시 금정구 금사로 14","1","2018-08-08","생활방범","금정구","771","부산광역시 금정구청","35.215325","129.104553","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 회동동 159-18","부산광역시 금정구 금사로 173-1?","1","2018-08-08","생활방범","금정구","772","부산광역시 금정구청","35.227046","129.11743","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 금정구 회동동 398-2","부산광역시 금정구 금사로 203 (회동동)","1","2018-08-08","생활방범","금정구","773","부산광역시 금정구청","35.228374","129.119767","10","1","051-519-5731","360도 전방면","200","","","","2018-12","30",""
"xml","부산광역시 해운대구 우동 1430","부산광역시 해운대구 해운대해변로 141, (우동)","1","2018-12-06","교통정보수집","해운대구","692","부산광역시 교통정보서비스센터","35.16035276","129.1490521","10","1","051-600-0200","360도전방면","41","","","","2018-05","30",""
"xml","부산광역시 해운대구 우동 1432","부산광역시 해운대구 해운대해변로 163, (우동, 현대베네시티)","1","2018-12-06","교통정보수집","해운대구","693","부산광역시 교통정보서비스센터","35.16410012","129.1600462","10","1","051-600-0200","360도전방면","200","","","","2018-07","30",""
"xml","부산광역시 해운대구 우동 1524","부산광역시 해운대구 센텀남대로 지하 76, (우동)","1","2018-12-06","교통정보수집","해운대구","694","부산광역시 교통정보서비스센터","35.16900493","129.1323726","10","1","051-600-0200","360도전방면","41","","","","2018-10","30",""
"xml","부산광역시 해운대구 우동 1524","부산광역시 해운대구 센텀남대로 지하 76, (우동)","1","2018-12-06","교통정보수집","해운대구","695","부산광역시 교통정보서비스센터","35.1736251","129.1239937","10","1","051-600-0200","360도전방면","200","","","","2018-12","30",""
"xml","부산광역시 해운대구 우동 1524","부산광역시 해운대구 센텀남대로 지하 76, (우동)","4","2018-12-06","교통정보수집","해운대구","696","부산광역시 교통정보서비스센터","35.169017","129.132597","10","1","051-600-0200","고정","200","","","","2018-12","30",""
"xml","부산광역시 해운대구 우동 656","부산광역시 해운대구 해운대로 지하 626, (우동)","2","2018-12-06","교통정보수집","해운대구","697","부산광역시 교통정보서비스센터","35.160942","129.154336","10","1","051-600-0200","360도전방면","200","","","","2018-01","30",""
"xml","부산광역시 해운대구 우동1404","부산광역시 해운대구 마린시티1로 7, (우동)","1","2018-12-06","교통정보수집","해운대구","698","부산광역시 교통정보서비스센터","35.1600573","129.1428578","10","1","051-600-0200","360도전방면","130","","","","2018-01","30",""
"xml","부산광역시 해운대구 재송동 339-3"," ","2","2018-12-06","교통정보수집","해운대구","699","부산광역시 교통정보서비스센터","35.181212","129.123537","10","1","051-600-0200","차량정지선","200","","","","2018-12","30",""
"xml","부산광역시 해운대구 재송동 676"," ","1","2018-12-06","교통정보수집","해운대구","700","부산광역시 교통정보서비스센터","35.17750145","129.126949","10","1","051-600-0200","360도전방면","41","","","","2018-06","30",""
"xml","부산광역시 해운대구 재송동 706"," ","1","2018-12-06","교통정보수집","해운대구","701","부산광역시 교통정보서비스센터","35.17538667","129.1223234","10","1","051-600-0200","360도전방면","130","","","","2018-06","30",""
